測定局コード,測定局名称,住所,局種別,地域コード,都道府県コード,市区町村名,SO2測定有無,NO測定有無,NO2測定有無,NOX測定有無,CO測定有無,OX測定有無,NMHC測定有無,CH4測定有無,THC測定有無,SPM測定有無,PM2.5測定有無,SP測定有無,WD測定有無,WS測定有無,TEMP測定有無,HUM測定有無,問い合わせ先
27104030,島屋小学校,大阪市此花区島屋2-9-36,一般局,6,27,大阪市此花区,×,×,×,×,×,×,×,×,×,◯,◯,×,◯,◯,×,×,大阪府
27106010,九条南小学校,大阪市西区九条南２-１３-１７,一般局,6,27,大阪市西区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,大阪市
27108010,平尾小学校,大阪市大正区平尾２－２１－２８,一般局,6,27,大阪市大正区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪市
27112010,大阪タワー,大阪市北区大淀南２－２,,6,27,大阪市北区,×,×,×,×,×,×,×,×,×,×,×,×,◯,◯,〇,◯,大阪市
27113510,出来島小学校,大阪市西淀川区出来島２－２－２４,自排局,6,27,大阪市西淀川区,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,大阪市
27115010,国設大阪,大阪市中央区大手前４－１－６７,一般局,6,27,大阪市中央区,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省
27115510,今里交差点,大阪市東成区大今里西３－３－１１,自排局,6,27,大阪市東成区,×,◯,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,大阪市
27116010,桃谷中学校,大阪市生野区勝山北３－１３－４４,一般局,6,27,大阪市生野区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪市
27117010,大宮中学校,大阪市旭区中宮４－７－１１,一般局,6,27,大阪市旭区,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,大阪市
27117510,新森小路小学校,大阪市旭区新森６－３－１３,自排局,6,27,大阪市旭区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,大阪市
27118020,聖賢小学校,大阪市城東区新喜多２－４－３５,一般局,6,27,大阪市城東区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪市
27120510,我孫子中学校,大阪市住吉区我孫子東１－４－３２,自排局,6,27,大阪市住吉区,×,×,×,×,×,×,×,×,×,◯,◯,×,×,×,×,×,大阪市
27121510,杭全町交差点,大阪市東住吉区杭全２－１３－６先,自排局,6,27,大阪市東住吉区,×,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,大阪市
27122010,今宮中学校,大阪市西成区花園北１－８－３２,一般局,6,27,大阪市西成区,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,大阪市
27123010,野中小学校,大阪市淀川区野中北１－１１－２６,一般局,6,27,大阪市淀川区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,大阪市
27124010,茨田北小学校,大阪市鶴見区浜３－８－６６,一般局,6,27,大阪市鶴見区,×,◯,◯,◯,×,◯,×,×,×,×,×,×,×,×,×,×,大阪市
27125010,清江小学校,大阪市住之江区御崎５－７－１７,一般局,6,27,大阪市住之江区,×,◯,◯,◯,×,◯,×,×,×,×,×,×,◯,◯,×,×,大阪市
27125030,南港中央公園,大阪市住之江区南港東８－５,一般局,6,27,大阪市住之江区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪市
27125510,北粉浜小学校,大阪市住之江区粉浜１－５－４８,自排局,6,27,大阪市住之江区,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,大阪市
27125520,住之江交差点,大阪市住之江区南加賀屋１－１－８０先,自排局,6,27,大阪市住之江区,×,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,大阪市
27126010,摂陽中学校,大阪市平野区平野西３－４－７,一般局,6,27,大阪市平野区,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,◯,◯,〇,◯,大阪市
27143510,中環石原,堺市東区石原町１－２０－１,自排局,6,27,堺市東区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,堺市
27146010,金岡南,堺市北区金岡町１１８２－１,一般局,6,27,堺市北区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,堺市
27147010,美原,堺市美原区小平尾３９０番地,一般局,6,27,堺市美原区,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,堺市
27201020,少林寺,堺市堺区少林寺町東４－１－１,一般局,6,27,堺市堺区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,堺市
27201030,浜寺,堺市西区浜寺船尾町西５－６０,一般局,6,27,堺市西区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,堺市
27201050,石津,堺市西区浜寺石津町中２－３－２８,一般局,6,27,堺市西区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,堺市
27201080,三宝,堺市堺区三宝町５－２８６,一般局,6,27,堺市堺区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,堺市
27201090,若松台,堺市南区若松台３－３４－１,一般局,6,27,堺市南区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,堺市
27201100,登美丘,堺市東区大美野１３５,一般局,6,27,堺市東区,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,堺市
27201340,深井,堺市中区深井水池町３２１４,一般局,6,27,堺市中区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,堺市
27201510,堺市役所,堺市堺区南瓦町３－１,自排局,6,27,堺市堺区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,堺市
27201560,湾岸,堺市西区石津西町２４－４,自排局,6,27,堺市西区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,堺市
27201570,常磐浜寺,堺市北区新金岡町４－１－９,自排局,6,27,堺市北区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,堺市
27201580,阪和深井畑山,堺市中区深井東町２６６１－３,自排局,6,27,堺市中区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,堺市
27201600,美原丹上,堺市美原区丹上３２９－１,自排局,6,27,堺市美原区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,堺市
27202060,岸和田中央公園,岸和田市西之内町２７９－２,一般局,6,27,岸和田市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,大阪府
27202530,天の川下水ポンプ場,岸和田市春木大国町８－２０,自排局,6,27,岸和田市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,大阪府
27203030,豊中市菰江公園,豊中市三和町三丁目三番,一般局,6,27,豊中市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,豊中市
27203510,豊中市役所,豊中市中桜塚３－１－１,自排局,6,27,豊中市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,◯,◯,〇,×,豊中市
27203520,豊中市千里,豊中市新千里西町1-1-3,自排局,6,27,豊中市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,×,豊中市
27204030,池田市立南畑会館,池田市畑１－７－４,一般局,6,27,池田市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,大阪府
27205060,吹田市垂水,吹田市垂水町３－３２－５０,一般局,6,27,吹田市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,吹田市
27205080,吹田市北消防署,吹田市藤白台１－１－５０,一般局,6,27,吹田市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,吹田市
27205090,吹田市高野台,吹田市高野台４－５－１,一般局,6,27,吹田市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,大阪府
27205530,吹田簡易裁判所,吹田市寿町１－５－５,自排局,6,27,吹田市,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,吹田市
27206030,泉大津市役所,泉大津市東雲町９－１２,一般局,6,27,泉大津市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府
27207020,高槻北,高槻市大蔵司2-51-2,一般局,6,27,高槻市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高槻市
27207030,庄所,高槻市南庄所町3,一般局,6,27,高槻市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,高槻市
27207040,梶原,高槻市梶原１－５,一般局,6,27,高槻市,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,◯,◯,〇,◯,高槻市
27207510,高槻市役所,高槻市桃園町２－１,自排局,6,27,高槻市,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,高槻市
27208010,貝塚市消防署,貝塚市鳥羽１２２－１,一般局,6,27,貝塚市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,大阪府
27209010,西部コミュニティーセンター,守口市文園町８－８,一般局,6,27,守口市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,〇,×,大阪府
27209510,大阪府立淀川工科高等学校,守口市京阪本通２－６２,自排局,6,27,守口市,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,大阪府
27210010,枚方市役所,枚方市大垣内町２－１－２０,一般局,6,27,枚方市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,枚方市
27210020,王仁公園,枚方市王仁公園１,一般局,6,27,枚方市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,枚方市
27210030,楠葉,枚方市楠葉並木２－２９－３,一般局,6,27,枚方市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,枚方市
27210510,招提,枚方市招提南町３－１０２２－１,自排局,6,27,枚方市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,枚方市
27210520,中振,枚方市南中振３－２９４－８,自排局,6,27,枚方市,◯,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,枚方市
27211010,茨木市役所,茨木市駅前３－８－１３,一般局,6,27,茨木市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪府
27212010,八尾市保健所,八尾市清水町１－２－５,一般局,6,27,八尾市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,八尾市
27212030,水越,八尾市水越３－７０,一般局,6,27,八尾市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,八尾市
27212510,太子堂,八尾市南太子堂２－４－７,自排局,6,27,八尾市,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,八尾市
27212520,久宝寺緑地,八尾市西久宝寺６５１,自排局,6,27,八尾市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,八尾市
27213050,佐野中学校,泉佐野市羽倉崎４－３－１２,一般局,6,27,泉佐野市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府
27213510,末広公園,泉佐野市新安松１－１－２４,自排局,6,27,泉佐野市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,〇,◯,大阪府
27214020,富田林市役所,富田林市常盤町１－１,一般局,6,27,富田林市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,大阪府
27215010,寝屋川市役所,寝屋川市本町１－１,一般局,6,27,寝屋川市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,寝屋川市
27215020,成田,寝屋川市成田町３－６,一般局,6,27,寝屋川市,◯,◯,◯,◯,◯,◯,×,×,×,◯,×,×,◯,◯,〇,◯,寝屋川市
27216010,三日市公民館,河内長野市三日市町２８８－１,一般局,6,27,河内長野市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府
27216520,外環河内長野,河内長野市西之山町２－２１,自排局,6,27,河内長野市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,大阪府
27217510,松原北小学校,松原市阿保１－１６－３,自排局,6,27,松原市,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,大阪府
27218010,大東市役所,大東市谷川１－１－１,一般局,6,27,大東市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪府
27219040,緑ケ丘小学校,和泉市緑ケ丘３－４－１,一般局,6,27,和泉市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪府
27221010,府立修徳学院,柏原市大字高井田８０９－１,一般局,6,27,柏原市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府
27224510,摂津市役所,摂津市三島１－２－１,自排局,6,27,摂津市,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,大阪府
27225010,高石中学校,高石市東羽衣６－６－４５,一般局,6,27,高石市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府
27225510,カモドールＭＢＳ,高石市西取石６－１１－１,自排局,6,27,高石市,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,大阪府
27226030,藤井寺市役所,藤井寺市岡１－１－１,一般局,6,27,藤井寺市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪府
27227020,東大阪市六万寺,東大阪市南四条町３－３３,一般局,6,27,東大阪市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東大阪市
27227030,東大阪市環境衛生検査センター,東大阪市西岩田３－３－２,自排局,6,27,東大阪市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,東大阪市
27227040,東大阪市西保健センター,東大阪市高井田元町２－８－２７,一般局,6,27,東大阪市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,東大阪市
27228010,泉南市役所,泉南市樽井１－１－１,一般局,6,27,泉南市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府
27229510,国設四條畷,四條畷市江瀬美町１２－１１,自排局,6,27,四條畷市,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省
27301010,島本町役場,三島郡島本町桜井２－１－１,一般局,6,27,三島郡島本町,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府
27321010,豊能町役場,豊能郡豊能町余野４１４番地の１,一般局,6,27,豊能郡豊能町,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,×,大阪府
27367010,南海団地,阪南市舞４－６－１４,一般局,6,27,阪南市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,大阪府
28101010,東灘,神戸市東灘区住吉東町５丁目,一般局,6,28,神戸市東灘区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市
28101030,六甲アイランド,神戸市東灘区向洋町中６丁目,一般局,6,28,神戸市東灘区,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,神戸市
28101040,住吉南,神戸市東灘区住吉南町1丁目,一般局,6,28,神戸市東灘区,×,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,神戸市
28101520,魚崎自動車,神戸市東灘区魚崎南町６丁目１０,自排局,6,28,神戸市東灘区,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,神戸市
28102010,灘,神戸市灘区神ノ木通３丁目,一般局,6,28,神戸市灘区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市
28102040,灘浜,神戸市灘区新在家南町５丁目,一般局,6,28,神戸市灘区,◯,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,神戸市
28103010,葺合,神戸市中央区熊内町１丁目,一般局,6,28,神戸市中央区,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,神戸市
28105010,兵庫南部,神戸市兵庫区御崎町１丁目,一般局,6,28,神戸市兵庫区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神戸市
28106010,長田,神戸市長田区北町３丁目,一般局,6,28,神戸市長田区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市
28107010,須磨,神戸市須磨区行幸町３丁目,一般局,6,28,神戸市須磨区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市
28107020,白川台,神戸市須磨区白川台５丁目,一般局,6,28,神戸市須磨区,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,神戸市
28107510,西部自動車,神戸市須磨区中島町１丁目,自排局,6,28,神戸市須磨区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,神戸市
28108010,垂水,神戸市垂水区大町２丁目,一般局,6,28,神戸市垂水区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市
28108020,西神,神戸市西区平野町繁田,一般局,6,28,神戸市西区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神戸市
28108510,垂水自動車,神戸市垂水区平磯１丁目,自排局,6,28,神戸市垂水区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,神戸市
28109010,南五葉,神戸市北区南五葉3-1-1,一般局,6,28,神戸市北区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,神戸市
28109520,北神八多,神戸市北区八多町中,一般局,6,28,神戸市北区,×,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市
28110010,港島,神戸市中央区港島中町８丁目,一般局,6,28,神戸市中央区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,神戸市
28110510,中部自動車,神戸市中央区小野柄通２丁目１番１９号（中央消防署）,自排局,6,28,神戸市中央区,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,神戸市
28111010,押部谷,神戸市西区桜が丘東町５丁目,一般局,6,28,神戸市西区,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,神戸市
28111510,西自動車,神戸市西区曙町１０７０,自排局,6,28,神戸市西区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,神戸市
28201020,広畑,姫路市広畑区正門通１丁目７番地の３,一般局,6,28,姫路市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,姫路市
28201030,飾磨,姫路市飾磨区玉地１丁目２７番地,一般局,6,28,姫路市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,姫路市
28201040,白浜,姫路市白浜町甲３９６－８,一般局,6,28,姫路市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,姫路市
28201050,御国野,姫路市御国野町御着１１４２の２,一般局,6,28,姫路市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,姫路市
28201060,網干,姫路市網干区垣内中町１２０,一般局,6,28,姫路市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,姫路市
28201070,飾西,姫路市飾西７２８の５,一般局,6,28,姫路市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,姫路市
28201090,林田,姫路市林田町林田１５,一般局,6,28,姫路市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,姫路市
28201380,八代,姫路市八代７７９番地の１７,一般局,6,28,姫路市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,姫路市
28201390,香寺,姫路市香寺町中屋１４,一般局,6,28,姫路市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,姫路市
28201520,船場自動車排出ガス,姫路市小姓町３５の３,自排局,6,28,姫路市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,姫路市
28201530,飾磨自動車排出ガス,姫路市飾磨区細江４４４,自排局,6,28,姫路市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,姫路市
28202010,市立立花北小学校,尼崎市栗山町２丁目６番１号,一般局,6,28,尼崎市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,尼崎市
28202020,国設尼崎,尼崎市東難波町4丁目9-12,一般局,6,28,尼崎市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省
28202030,城内高校,尼崎市北城内４７の１,一般局,6,28,尼崎市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,尼崎市
28202520,武庫川,尼崎市武庫川町1丁目25,自排局,6,28,尼崎市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,尼崎市
28202530,武庫荘総合高校,尼崎市武庫荘８－３１－１,自排局,6,28,尼崎市,×,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,尼崎市
28202540,砂田こども広場,尼崎市南塚口町７の１７,自排局,6,28,尼崎市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,尼崎市
28202550,上坂部西公園,尼崎市東塚口町２の２,自排局,6,28,尼崎市,×,◯,◯,◯,×,×,×,×,×,×,×,×,×,×,×,×,尼崎市
